;img;race;mean;asm;contrast;correlation;variance;idm;entropy;class
25;Havanese.137.11.jpg;Havanese;[97.088898856412612, 97.086746312222303];0.00038797565372050897;464.5900739614781;0.9411099498612383;3712.0828418995084;0.1725611826503911;12.648180186727927;11
26;Havanese.154.11.jpg;Havanese;[84.991505844804607, 84.990220310843284];0.00073574277216041;324.6628535050362;0.9755183281769365;6468.401299986709;0.2081787301092903;11.86161604656207;11
27;Havanese.163.11.jpg;Havanese;[88.070498282809353, 88.071926402767801];0.0006331013112445502;1024.6313355809825;0.9289306179226452;6696.353343045305;0.19537504964407124;11.952550281217304;11
28;Havanese.172.11.jpg;Havanese;[98.11159179156212, 98.104480622193563];0.0006476035288544924;641.681799688464;0.94597039670933;5617.4002564769535;0.2195562250019984;11.694457821002255;11
29;Havanese.173.11.jpg;Havanese;[97.285090197192716, 97.284534941322008];0.0006646291673303094;672.4786564704239;0.9405769530928006;5322.159973197219;0.2111960960067675;11.736327446465886;11
30;Havanese.2.11.jpg;Havanese;[87.599844367323016, 87.630849085106334];0.0002930759021508508;461.42219624737754;0.9313154218172175;3128.1054162191485;0.134901779627179;13.077058674016817;11
31;Havanese.22.11.jpg;Havanese;[84.636841672125882, 84.645282107221476];0.0005283618916790771;798.5674624227604;0.9337794296040354;5630.31743449827;0.17374837792179632;12.578011529430391;11
32;Havanese.26.11.jpg;Havanese;[91.358147032705091, 91.38977119757557];0.0005244571295268115;423.7192270301689;0.9662545866123726;6066.285550698949;0.19883244293298027;12.53493090686113;11
33;Havanese.37.11.jpg;Havanese;[87.546327202954359, 87.563546300962827];0.0004081659210941845;405.0107607382265;0.9543638105312389;4234.711224115827;0.16573954760255086;12.822711880675563;11
34;Havanese.38.11.jpg;Havanese;[91.741113365377217, 91.764723643849791];0.0003420338003492739;594.6773872441086;0.927422946671079;3799.519698138304;0.1565081882084381;13.084026525352717;11
35;Havanese.54.11.jpg;Havanese;[97.037835792207702, 97.086088966284663];0.000406570988830298;499.06973010348116;0.9647994207835209;6838.988609444952;0.1710637680894215;12.706401230992185;11
36;Havanese.6.11.jpg;Havanese;[88.391456146722831, 88.397053697792586];0.0004236030344229277;438.3316171512743;0.9563544356098409;4802.324821879985;0.15290478151299386;12.874747614496249;11
37;Havanese.64.11.jpg;Havanese;[95.130089800715879, 95.201205157924434];0.00035254661896919065;473.54597734871953;0.9534675668785343;4850.428211264587;0.18693668033279587;12.758365048578387;11
38;Havanese.72.11.jpg;Havanese;[107.19632574448869, 107.18564446368833];0.0002491248461502164;371.28088755319067;0.9622928328252002;4737.250978718191;0.16101247326045082;13.08830314638593;11
39;Havanese.8.11.jpg;Havanese;[89.318657592476754, 89.321540347251513];0.00032724324786897606;610.1161698769056;0.9269014421498089;3868.182013878609;0.1279582378373328;13.216184596966865;11
40;Newfoundland.1.16.jpg;Newfoundland;[72.821982646177958, 72.824033509494598];0.0004943459624375221;955.2583395747681;0.8428656166048915;2561.8183812307334;0.195033272234601;12.256885520649863;16
41;Newfoundland.10.16.jpg;Newfoundland;[60.904024251995637, 60.918076957950504];0.0007528762463458367;1424.6858635899537;0.7831624792819515;2572.8005603118554;0.19500796872285103;11.746402732816033;16
42;Newfoundland.13.16.jpg;Newfoundland;[59.90686100814208, 59.939739165459088];0.0004900464134294947;1141.7605545934912;0.7702381996348439;1913.7152156550592;0.15903251901694673;12.205632617945382;16
43;Newfoundland.19.16.jpg;Newfoundland;[45.369096474976637, 45.309178535100507];0.0004938628239004112;958.7355088211558;0.6589775974589652;926.3043768390958;0.13590355091382914;11.89303175681584;16
44;Newfoundland.2.16.jpg;Newfoundland;[43.427421003877704, 43.592836836253639];0.0008016841967065848;469.8499775488939;0.8678905083042653;1541.6297074594033;0.19615174603880114;11.331525781444824;16
45;Newfoundland.3.16.jpg;Newfoundland;[58.833895153434284, 58.99870549476924];0.00047345519228280856;1574.3219747395249;0.7563661652786944;2443.2281341962084;0.15117181929114432;12.434951706114129;16
46;Newfoundland.33.16.jpg;Newfoundland;[53.248088138503626, 53.498679376941141];0.0007888861036115738;1291.5582889038571;0.776667719565489;2244.6678880918425;0.19392332249541708;11.405157117348221;16
47;Newfoundland.34.16.jpg;Newfoundland;[40.226235110670366, 40.258421475746509];0.0007470104036868554;817.7099528321725;0.7186102096591068;1043.5258941651161;0.16465043183595574;11.518008425447455;16
48;Newfoundland.35.16.jpg;Newfoundland;[58.25582882453984, 58.378560416371052];0.0003694660128089366;1467.9913186241124;0.6889298919512364;1625.470515747112;0.138449086856928;12.375328264237288;16
49;Newfoundland.36.16.jpg;Newfoundland;[65.220923798785293, 65.184133790235919];0.0003174409097364962;2219.1745433414776;0.6839423541215341;2401.122901854053;0.11612456448682332;12.839968470390042;16
50;Newfoundland.4.16.jpg;Newfoundland;[58.050355819687105, 58.212561093197166];0.0007362322362048534;1644.5538905481314;0.7501481062919216;2468.052687266257;0.18802040388852315;11.825607796810628;16
51;Newfoundland.5.16.jpg;Newfoundland;[68.657668540440952, 68.62108524522823];0.0005078537083636583;1573.3918576005112;0.7617723389445931;2515.587131516914;0.1843113128313716;12.145266290763335;16
52;Newfoundland.58.16.jpg;Newfoundland;[76.987589433788344, 77.006193610807344];0.00045263206310383494;771.7823673758326;0.8588492189218176;2347.8453190825085;0.1710488479075501;12.469611905224156;16
53;Newfoundland.6.16.jpg;Newfoundland;[70.427374743660408, 70.417508130945237];0.0005116129771123227;617.4320158911098;0.8835971780173354;2343.4099404035223;0.1854003956239706;12.034979060507457;16
54;Newfoundland.7.16.jpg;Newfoundland;[86.823818302393988, 86.725800514499511];0.00031951884219524554;1472.6701021837437;0.7613718716289603;2349.258628078253;0.15484962537194855;13.114196927471568;16
55;Newfoundland.8.16.jpg;Newfoundland;[53.248088138503626, 53.498679376941141];0.0007888861036115738;1291.5582889038571;0.776667719565489;2244.6678880918425;0.19392332249541708;11.405157117348221;16
56;Newfoundland.88.16.jpg;Newfoundland;[55.488258255233973, 55.519812297248961];0.0005790485832600775;1079.4156523310899;0.7981764900042332;2134.44674550519;0.184404303551553;12.169028409480925;16
57;Newfoundland.89.16.jpg;Newfoundland;[58.374040572498274, 58.353604995975701];0.00028046887725807285;2076.4209144563843;0.5921220870081354;1507.1821694676537;0.08519740873185819;13.144276380268504;16
58;Newfoundland.9.16.jpg;Newfoundland;[47.038229521912548, 47.227877223266745];0.000611504097874999;521.6586150102696;0.8459667302352795;1431.4582594105696;0.17019665407336937;11.671816157017863;16
59;Newfoundland.90.16.jpg;Newfoundland;[85.339896336647783, 85.368463251485508];0.0004231224862393193;1047.1727102910795;0.8361490210115079;2671.872084929795;0.1562878636334389;12.528309724728459;16
60;Samoyed.1.20.jpg;Samoyed;[89.216772470177688, 89.275817725014363];0.0004200155643519049;374.51384510018164;0.9604646423853422;4547.998121307839;0.1925589706555768;12.39943894824338;20
61;Samoyed.10.20.jpg;Samoyed;[112.84598442400348, 112.81469827459736];0.0004820194827972221;404.3002550804921;0.967030445624374;5927.523491425706;0.2355922569103839;12.236768005065839;20
62;Samoyed.2.20.jpg;Samoyed;[91.02701083232057, 91.033143047762579];0.00038500879917844884;877.3685895497176;0.9207801408162358;5098.869389322396;0.14890426343112595;12.712562768393463;20
63;Samoyed.20.20.jpg;Samoyed;[103.84457503416834, 103.85999356830102];0.0007578570577803738;283.1243648521395;0.9805120748287409;7122.52768280848;0.2640310371170822;11.623765215349271;20
64;Samoyed.27.20.jpg;Samoyed;[132.00751535390654, 131.96229585687112];0.0012184125279745806;473.4084232219191;0.977038170741647;10071.796114867026;0.3334859862317994;11.054815930537062;20
65;Samoyed.28.20.jpg;Samoyed;[101.71419523554158, 101.64068208240852];0.0007273783683968343;882.0642705967228;0.939773510339357;6881.797639088022;0.22677955269298625;11.636832627022088;20
66;Samoyed.3.20.jpg;Samoyed;[104.63272165427968, 104.68705313903442];0.0004351180758510884;296.9282156999478;0.9687887774630414;4606.043550022005;0.23809265523210413;12.269587634264981;20
67;Samoyed.31.20.jpg;Samoyed;[101.05649334043005, 101.13633005279713];0.0005586917359390726;692.0312343582465;0.9529409050115875;7006.204324208941;0.20402163218635444;11.966204028791081;20
68;Samoyed.34.20.jpg;Samoyed;[100.59067908104083, 100.62253822701729];0.0009355975195789695;556.8729260635429;0.9577863535370081;6317.435872543703;0.2437795158800543;11.451516099754283;20
69;Samoyed.4.20.jpg;Samoyed;[111.85996991996512, 111.89964009866499];0.0006656255586034737;509.65789482110426;0.9641909122736382;6861.249336642071;0.27075581480605404;11.567282661478908;20
70;Samoyed.40.20.jpg;Samoyed;[84.904235124044973, 84.948490480279148];0.0005767864649534278;315.77694354416485;0.9691318644870041;4956.069699566621;0.25646527241132844;11.883729816592897;20
71;Samoyed.46.20.jpg;Samoyed;[102.46484077907431, 102.46833134824125];0.0006973283070743706;682.4441241375093;0.9544438035801606;7148.912704376942;0.2467492445689392;11.914978936928422;20
72;Samoyed.5.20.jpg;Samoyed;[91.742527121486503, 91.756106135512113];0.0004179877063845848;481.8622464867126;0.962910312185094;6254.73685991999;0.17463795160805667;12.5348097340015;20
73;Samoyed.52.20.jpg;Samoyed;[87.744510924816026, 87.759325443587343];0.0006058215206285892;545.234104788687;0.9432067858169995;4527.54935708393;0.22982155587785288;11.811485276188801;20
74;Samoyed.6.20.jpg;Samoyed;[84.654394627951419, 84.665461486934433];0.0007182088199355345;687.3194530062633;0.9426017687156121;5643.6264880939225;0.19490918113835845;11.691190261080752;20
75;Samoyed.66.20.jpg;Samoyed;[106.36127191590327, 106.36081563898462];0.0004229002613876692;830.7361812403988;0.9373479591823595;6214.393436457922;0.19965363222821741;12.449469909226163;20
76;Samoyed.7.20.jpg;Samoyed;[97.388264147014127, 97.376607096991464];0.0008962379610519882;1008.96088376064;0.9302477558053507;6727.975732444423;0.19580486590549834;11.562818195515899;20
77;Samoyed.70.20.jpg;Samoyed;[108.5316862669254, 108.53157167539872];0.0007909453140121456;275.0301170872092;0.978699576219908;6318.462456412254;0.32048411969245955;11.54685762665881;20
78;Samoyed.8.20.jpg;Samoyed;[111.71172615817417, 111.70001656322482];0.0013257692894189973;1074.0522642819715;0.9194422485073295;6129.321771439329;0.2724186703977788;10.941560698695975;20
79;Samoyed.9.20.jpg;Samoyed;[101.66934981346914, 101.74576660739255];0.0004989406201924775;612.8495723443846;0.9472992566077545;5507.406420043857;0.24753827077495866;12.082545485790368;20
