;img;race;mean;asm;contrast;correlation;variance;idm;entropy;class
14;Basset Hound.40.3.jpg;Basset Hound;[97.102611751441316, 97.108728822060797];0.00026519818070398624;649.049251982398;0.9389655538160306;4992.5476164288175;0.16795933822608666;13.280382770317107;3
15;Basset Hound.42.3.jpg;Basset Hound;[131.24556019661449, 131.27199141566035];0.00013104397618029175;393.634221309094;0.9586066335798498;4557.960286291969;0.13067276619033838;13.471315146524761;3
16;Basset Hound.47.3.jpg;Basset Hound;[82.571485805905084, 82.671031182080355];0.00015684638339023686;514.2150130103516;0.9269974143499762;3264.5927877924673;0.11202303869541329;13.45179283912549;3
17;Basset Hound.7.3.jpg;Basset Hound;[117.55095640491565, 117.79025946119535];0.0001423858786655571;552.5163676047622;0.948317334283586;5067.99649564231;0.13608601782780094;13.614405698749884;3
18;Basset Hound.74.3.jpg;Basset Hound;[119.19704520421736, 119.20863150708847];0.00015013089025723254;406.21232705097106;0.9556116836137728;4372.559593211193;0.115727472650314;13.649568890557262;3
19;Basset Hound.81.3.jpg;Basset Hound;[99.834719614881294, 99.769899884298042];0.00019059639983651783;351.7650271079246;0.961554324807194;4398.865936766425;0.16135248048985934;13.174544318209675;3
20;Havanese.102.11.jpg;Havanese;[182.38991576222162, 182.4361204918296];0.0002183621989367842;311.1563530178202;0.9012746313299824;1420.2674803470063;0.11526820926867508;12.975632055722029;11
21;Havanese.103.11.jpg;Havanese;[144.47453323045551, 144.82118305682999];0.00013913545657770785;291.0524245149444;0.9639905301686549;3893.243462977134;0.12194467276979186;13.549822320623388;11
22;Havanese.112.11.jpg;Havanese;[163.97899581473061, 163.97048549096894];0.00014470609369148394;504.6441600481304;0.9219552354760984;2980.720415475245;0.11275525934406504;13.554865455280394;11
23;Havanese.115.11.jpg;Havanese;[145.28448350586046, 145.78347859510018];0.00011967136039049772;368.569421799713;0.9501076449553403;3506.2722652392968;0.1071567567297579;13.745065542579932;11
24;Havanese.135.11.jpg;Havanese;[141.98053422462988, 142.51564512152751];0.00013503557516317141;346.6592879612288;0.9462878088812244;3050.0059226208355;0.1308312864023982;13.507526887627423;11
25;Havanese.137.11.jpg;Havanese;[123.04095636060356, 123.1815562059958];0.00025013669020486866;396.9762951129292;0.9446421272397196;3386.5992492435726;0.1551771971412207;13.05296283743837;11
26;Havanese.154.11.jpg;Havanese;[174.46752949117703, 174.45246412595517];0.0002771798443195262;308.4145282404416;0.9142443856170482;1644.0080134286118;0.16262369127819387;12.59095386294007;11
27;Havanese.163.11.jpg;Havanese;[176.01331300611767, 176.01768661919854];0.0003576753755502327;339.3802824096315;0.8905224106389849;1380.3085054990793;0.16072902891386073;12.500556745196992;11
28;Havanese.172.11.jpg;Havanese;[174.23350253045732, 174.21753338640855];0.00045879422136363185;214.6076941432306;0.8757446058849495;756.2695899244412;0.16704911667176534;11.995162216952341;11
29;Havanese.173.11.jpg;Havanese;[173.45600305849598, 173.46203986443209];0.00041343137359968544;248.861252931285;0.8464808472880805;686.0911079106344;0.14142379678651562;12.128188724950375;11
30;Havanese.2.11.jpg;Havanese;[119.99725017422107, 120.20726463660064];0.00013573810016738968;443.1487963935762;0.9085439035978775;2200.7549512944074;0.10877626532323302;13.499253945465044;11
31;Havanese.22.11.jpg;Havanese;[154.97688610921625, 154.97580884346428];0.000140218374398144;374.4752163775475;0.935243453364205;2704.1685100144996;0.10746763334836633;13.552016390943274;11
32;Havanese.26.11.jpg;Havanese;[160.12329286271398, 160.13169774429625];0.00017754498997218533;271.8160702037848;0.9604055753474349;3296.5952871049963;0.14614992665591695;13.232726340867476;11
33;Havanese.37.11.jpg;Havanese;[138.51466699672514, 138.33411450743068];0.00016609504116336102;382.81775048081585;0.9180507253836199;2143.9512116496767;0.11167634228632253;13.365062671932014;11
34;Havanese.38.11.jpg;Havanese;[127.63070219081587, 127.63001598109003];0.00012405608932156785;471.4701310957077;0.9156882622367953;2560.2583284057255;0.10205702184409057;13.653833241868307;11
35;Havanese.54.11.jpg;Havanese;[174.43445442093036, 174.71569311373045];0.00020070042465269712;301.40312253151353;0.9446083240753074;2569.1877891661115;0.14086954128187823;13.109130036047834;11
36;Havanese.6.11.jpg;Havanese;[147.7669996281524, 147.77179475600215];0.00013721960624103912;408.7202773815833;0.9269169484598289;2591.9123643959024;0.1143581565028722;13.52981506187123;11
37;Havanese.64.11.jpg;Havanese;[147.16302464501484, 147.67432532606446];0.0002148848692165667;243.19379885282962;0.96117959482992;3006.3261414478716;0.16491345991387224;13.050363269430564;11
38;Havanese.72.11.jpg;Havanese;[146.04662063429973, 146.20896897386757];0.0001619182584211066;260.92613310925816;0.9542767811807777;2722.338105059056;0.14521107213948886;13.266433276113906;11
39;Havanese.8.11.jpg;Havanese;[127.43997670879247, 127.47789663878268];0.00010653521729533404;623.8896565976264;0.9133715670875321;3288.9980301879013;0.0922271387882825;13.94011552687828;11
40;Newfoundland.1.16.jpg;Newfoundland;[37.338951034426373, 37.818818107200563];0.0008810625827625396;362.7137015945682;0.9264903921740264;2273.020587578606;0.1836226897142041;11.137323002388799;16
41;Newfoundland.10.16.jpg;Newfoundland;[41.19323511497587, 41.194737114783983];0.0014493239628226018;936.7417227177932;0.8981009237764904;4128.046211419977;0.20307645125302526;10.515226812546539;16
42;Newfoundland.13.16.jpg;Newfoundland;[68.346306382417993, 68.584198467281453];0.00042864247833092876;586.9799253051606;0.8990619088796691;2613.1562253282004;0.14612167081517544;12.47066963712924;16
43;Newfoundland.19.16.jpg;Newfoundland;[37.472075717389593, 37.765761319633924];0.000820092606241681;402.470642802414;0.8670331656152399;1309.9255276627873;0.19238361865197148;11.119625457976465;16
44;Newfoundland.2.16.jpg;Newfoundland;[49.563461842083122, 50.407698403635813];0.0007319514027445566;320.77839812617253;0.9417379810629452;2566.962094976909;0.19362142623311987;11.486074623156481;16
45;Newfoundland.3.16.jpg;Newfoundland;[58.613243538899795, 59.497457935811489];0.0002949397923511865;982.4107346591571;0.8535040113255135;2854.6280694015554;0.10765555078788555;13.184555465930314;16
46;Newfoundland.33.16.jpg;Newfoundland;[38.475227845231778, 40.061280091145541];0.0009136520463372924;560.9218295516498;0.9133554591353512;2907.2676713674473;0.18712512723855806;10.964602530990438;16
47;Newfoundland.34.16.jpg;Newfoundland;[39.129362009611945, 39.652882676810286];0.0008488319696413331;554.6296924743893;0.8139289040077258;1204.966166708527;0.1624225475793985;11.315846309037;16
48;Newfoundland.35.16.jpg;Newfoundland;[43.374957398788958, 43.816056081404867];0.0004932042872563171;336.6107171605437;0.9019589232832991;1542.5898316925325;0.16307073001437056;11.87293099375904;16
49;Newfoundland.36.16.jpg;Newfoundland;[63.13189844244107, 63.093064482800798];0.0002591618712462061;460.1098941319784;0.93268613533824;3187.564825011081;0.12041914823601886;12.85260414812039;16
50;Newfoundland.4.16.jpg;Newfoundland;[51.689544210944419, 52.736771415485684];0.0007949691369543113;820.335328264085;0.8894376780068699;3286.7318308049494;0.16080287454621187;11.937096531522752;16
51;Newfoundland.5.16.jpg;Newfoundland;[46.000651170865844, 45.956917255756565];0.000832777245976352;647.3993567388969;0.9102410757140228;3282.599167332992;0.19460866366408003;11.233231615143959;16
52;Newfoundland.58.16.jpg;Newfoundland;[49.601160266884243, 49.947601194889302];0.0007671591854940648;439.92641208039095;0.92303734486698;2635.1775264904654;0.17742022719262215;11.657897438826582;16
53;Newfoundland.6.16.jpg;Newfoundland;[44.937519127881593, 45.175332699549486];0.0007768803196046964;475.43491770016067;0.918634091951022;2682.383236280234;0.1601645939560679;11.50458522666214;16
54;Newfoundland.7.16.jpg;Newfoundland;[65.512157103640106, 65.937443838432557];0.0003095984167802459;688.0068946053761;0.9034411349410529;3215.6544289742997;0.12377462218430263;13.032902279846738;16
55;Newfoundland.8.16.jpg;Newfoundland;[38.475227845231778, 40.061280091145541];0.0009136520463372924;560.9218295516498;0.9133554591353512;2907.2676713674473;0.18712512723855806;10.964602530990438;16
56;Newfoundland.88.16.jpg;Newfoundland;[75.656171346457754, 75.660921592442307];0.0004460368538651612;843.1989688977386;0.8732393076079034;2904.348506540735;0.14871522084737113;12.417106717306567;16
57;Newfoundland.89.16.jpg;Newfoundland;[42.643348255885144, 42.716476253666329];0.0007176124627271718;545.1862140436829;0.9159718142936728;2971.3095819501546;0.12586894152038933;11.68425289719124;16
58;Newfoundland.9.16.jpg;Newfoundland;[46.503705208715438, 47.265207021237664];0.0008209579668535376;327.59863998737274;0.942362375218568;2659.3402242593593;0.15430867352857458;11.325782866660152;16
59;Newfoundland.90.16.jpg;Newfoundland;[50.268111813712515, 50.977792841899998];0.0005190740001837994;267.7770859858955;0.9461007139400455;2333.4781873113366;0.1605659315715402;12.007300755186412;16
60;Samoyed.1.20.jpg;Samoyed;[156.98317305208721, 157.43185108434201];0.0002871477224537581;271.65488032739444;0.9347054526530963;1942.3784933310892;0.17240634725322046;12.602067528867245;20
61;Samoyed.10.20.jpg;Samoyed;[169.80706687616919, 170.25974550007203];0.0003064248949867623;149.19164416022184;0.9711938279169963;2510.971062953889;0.20386354901880302;12.51614397670847;20
62;Samoyed.2.20.jpg;Samoyed;[170.30112367106065, 170.33844021555501];0.00020824142121114313;587.1685245548254;0.8777938059859989;2108.778161614177;0.1431920755827274;13.001815307246362;20
63;Samoyed.20.20.jpg;Samoyed;[181.7471659006257, 181.75367206855435];0.0005433802767694559;173.23408138004845;0.9564068515992197;1900.3224519307864;0.24485542856951528;11.980849685951686;20
64;Samoyed.27.20.jpg;Samoyed;[211.10687666179206, 211.04243831089786];0.0010752208438155246;200.58457987145982;0.9542960116570279;2094.041066384937;0.24491126255619952;11.393691900906697;20
65;Samoyed.28.20.jpg;Samoyed;[177.74889729846507, 177.74605115723861];0.0005103059729018006;286.7594250908378;0.9059843431629394;1381.6820557916021;0.1990618485592849;11.901398054373677;20
66;Samoyed.3.20.jpg;Samoyed;[154.12937067360625, 154.64213085895307];0.0003073033485010353;202.53158155341507;0.9506322576075786;1946.4532143232532;0.19082535293606326;12.466843576006484;20
67;Samoyed.31.20.jpg;Samoyed;[180.22093464554825, 180.55924278640418];0.0004595128181130175;168.95364773319452;0.965632165048402;2371.6608218776846;0.23491235612347208;12.018723062737603;20
68;Samoyed.34.20.jpg;Samoyed;[168.33467359276602, 168.34193516266032];0.00039770076978719435;275.4924926544596;0.910570008530329;1402.5221440381033;0.19023665895352335;12.12827564886705;20
69;Samoyed.4.20.jpg;Samoyed;[187.81282332942766, 187.97799513858266];0.0007288400549796999;186.24741148634794;0.9454420789930681;1613.34483335254;0.2573633866715068;11.472538214669282;20
70;Samoyed.40.20.jpg;Samoyed;[141.56551887467819, 141.90177126494262];0.00044837596231891795;224.4651063225082;0.9738082708424044;4170.1848461448935;0.2769894877214137;12.098980754664206;20
71;Samoyed.46.20.jpg;Samoyed;[185.24476107756766, 185.23019036091588];0.0005076780051084582;245.24984110107104;0.9394871741949593;1903.7999146707689;0.21921569184691214;12.095615285601674;20
72;Samoyed.5.20.jpg;Samoyed;[170.69571194717076, 170.90737311281205];0.00020086023697545003;227.7472372905724;0.9568480190432421;2524.2314500996144;0.1507436147452717;12.976317424539063;20
73;Samoyed.52.20.jpg;Samoyed;[143.46209181426329, 143.45533827694274];0.0004574979311811758;190.00330641255394;0.9500453065541098;1806.750529200352;0.21501043970244427;12.073756873394295;20
74;Samoyed.6.20.jpg;Samoyed;[171.69130934076549, 171.72917384756482];0.0005110746735794645;366.39927557275314;0.84409906502303;991.887527968397;0.18453347255560149;11.96312606378032;20
75;Samoyed.66.20.jpg;Samoyed;[182.68739149776334, 182.68509654737207];0.0002985789684578035;261.142239528602;0.9563929906535971;2863.697641004201;0.16808439680011475;12.663630256470217;20
76;Samoyed.7.20.jpg;Samoyed;[191.57609191276575, 191.65135876321585];0.0004314084527571304;393.6547624615539;0.8641147567082205;1251.6322265959716;0.18035934001715256;12.187546775017347;20
77;Samoyed.70.20.jpg;Samoyed;[178.09036637405293, 178.12411389535433];0.0005105298545017825;114.59102037078105;0.9762740106338583;2357.536008270824;0.26336882705250547;11.976069467791243;20
78;Samoyed.8.20.jpg;Samoyed;[179.15481157926652, 179.16454964566441];0.0011516673271096392;433.50654049103787;0.8100986769395297;924.645255115847;0.23433592523205315;11.30765974360678;20
79;Samoyed.9.20.jpg;Samoyed;[146.68021927403728, 147.04279914183985];0.00041184571431436676;231.76471782575967;0.969226689970965;3647.0201575237247;0.2233522406351357;12.26700282397823;20
